feature,model,method,sens_pct,sub_method,dir_pct,dir_abs,var_pct
state_cpi_mom_delta,Transformer,GradientSHAP,0.0,FOODS,-0.0,0.0,0.0
event_type_2,Transformer,GradientSHAP,0.0,FOODS,-0.0,0.0,0.0
event_name_2,Transformer,GradientSHAP,0.0,FOODS,-0.0,0.0,0.0
item_category,Transformer,GradientSHAP,0.0,FOODS,-0.0,0.0,0.0
day_of_week,Transformer,GradientSHAP,13.945399,HOBBIES,-241.44397,-2.1937784e-07,14.747856
event_name_1,Transformer,GradientSHAP,11.540101,HOBBIES,-44.11043,-4.0079076e-08,16.029953
event_type_1,Transformer,GradientSHAP,11.396107,HOBBIES,32.0323,2.9104791e-08,14.416525
day_of_month,Transformer,GradientSHAP,11.269894,HOBBIES,33.75359,3.066877e-08,6.3134236
state_snap,Transformer,GradientSHAP,8.769582,HOBBIES,-1.0480049,-9.522253e-10,7.365546
sell_price,Transformer,GradientSHAP,8.7042885,HOBBIES,72.796005,6.614301e-08,5.644416
month,Transformer,GradientSHAP,8.013519,HOBBIES,213.63959,1.9411456e-07,6.8988843
state_ur,Transformer,GradientSHAP,7.6453557,HOBBIES,-286.9491,-2.6072414e-07,10.503706
state_cpi,Transformer,GradientSHAP,7.51025,HOBBIES,105.798065,9.612893e-08,5.0316257
consumer_sentiment,Transformer,GradientSHAP,6.4630604,HOBBIES,197.9597,1.798677e-07,7.701292
state_gas_price,Transformer,GradientSHAP,4.5777903,HOBBIES,4.1224446,3.7456847e-09,3.1491838
state_ur_mom_delta,Transformer,GradientSHAP,0.14118007,HOBBIES,11.298825,1.02661994e-08,1.5101137
state_cpi_mom_delta,Transformer,GradientSHAP,0.022959195,HOBBIES,2.1165872,1.9231474e-09,0.65369934
state_gas_wow_delta,Transformer,GradientSHAP,0.0005188469,HOBBIES,0.034409266,3.1264522e-11,0.03377824
event_type_2,Transformer,GradientSHAP,0.0,HOBBIES,0.0,0.0,0.0
event_name_2,Transformer,GradientSHAP,0.0,HOBBIES,0.0,0.0,0.0
item_category,Transformer,GradientSHAP,0.0,HOBBIES,0.0,0.0,0.0
day_of_week,Transformer,GradientSHAP,14.187996,HOUSEHOLD,118.14851,7.626817e-08,15.445581
event_name_1,Transformer,GradientSHAP,12.069641,HOUSEHOLD,-472.51578,-3.0502213e-07,16.53288
event_type_1,Transformer,GradientSHAP,11.840049,HOUSEHOLD,327.27698,2.1126644e-07,14.90069
day_of_month,Transformer,GradientSHAP,11.726961,HOUSEHOLD,47.348404,3.0564717e-08,6.4960876
state_snap,Transformer,GradientSHAP,9.018149,HOUSEHOLD,26.916906,1.7375616e-08,7.52921
month,Transformer,GradientSHAP,8.183508,HOUSEHOLD,80.96536,5.2265403e-08,7.099627
state_ur,Transformer,GradientSHAP,7.836106,HOUSEHOLD,161.97409,1.045588e-07,11.052336
state_cpi,Transformer,GradientSHAP,7.291306,HOUSEHOLD,-127.51342,-8.231348e-08,4.9798975
consumer_sentiment,Transformer,GradientSHAP,6.5529,HOUSEHOLD,196.62108,1.269244e-07,7.965884
sell_price,Transformer,GradientSHAP,6.437859,HOUSEHOLD,-270.0014,-1.7429345e-07,4.604356
state_gas_price,Transformer,GradientSHAP,4.850855,HOUSEHOLD,10.968393,7.0804043e-09,3.3460538
state_gas_wow_delta,Transformer,GradientSHAP,0.0046769083,HOUSEHOLD,-0.18914771,-1.2210014e-10,0.047397647
state_ur_mom_delta,Transformer,GradientSHAP,0.0,HOUSEHOLD,0.0,0.0,0.0
state_cpi_mom_delta,Transformer,GradientSHAP,0.0,HOUSEHOLD,0.0,0.0,0.0
event_type_2,Transformer,GradientSHAP,0.0,HOUSEHOLD,0.0,0.0,0.0
event_name_2,Transformer,GradientSHAP,0.0,HOUSEHOLD,0.0,0.0,0.0
item_category,Transformer,GradientSHAP,0.0,HOUSEHOLD,0.0,0.0,0.0
day_of_week,Transformer,DeepLIFTSHAP,13.760689,base,64.27852,2.4977123e-06,15.310432
event_name_1,Transformer,DeepLIFTSHAP,12.907034,base,-44.540154,-1.7307258e-06,15.442176
event_type_1,Transformer,DeepLIFTSHAP,12.743892,base,36.192368,1.4063505e-06,14.548061
day_of_month,Transformer,DeepLIFTSHAP,11.76005,base,-12.631735,-4.9083957e-07,6.2105494
state_snap,Transformer,DeepLIFTSHAP,7.6539054,base,15.793243,6.136883e-07,7.2921424
state_ur,Transformer,DeepLIFTSHAP,7.09926,base,5.064368,1.9678944e-07,10.953649
month,Transformer,DeepLIFTSHAP,7.0654655,base,7.0541844,2.7410903e-07,6.7375555
sell_price,Transformer,DeepLIFTSHAP,6.099932,base,5.3252296,2.0692593e-07,3.9348934
state_cpi,Transformer,DeepLIFTSHAP,6.097086,base,6.607382,2.5674734e-07,4.3409023
item_category,Transformer,DeepLIFTSHAP,5.4588723,base,11.838337,4.6000997e-07,3.6743786
consumer_sentiment,Transformer,DeepLIFTSHAP,5.3015585,base,1.7145991,6.66253e-08,7.6210485
state_gas_price,Transformer,DeepLIFTSHAP,4.0191956,base,3.287848,1.2775806e-07,2.890205
state_ur_mom_delta,Transformer,DeepLIFTSHAP,0.030143289,base,-0.028422873,-1.1044461e-09,0.7223586
state_cpi_mom_delta,Transformer,DeepLIFTSHAP,0.0024353259,base,0.04403406,1.7110602e-09,0.2918137
state_gas_wow_delta,Transformer,DeepLIFTSHAP,0.00047137018,base,0.00019729276,7.666333e-12,0.029842349
event_name_2,Transformer,DeepLIFTSHAP,0.0,base,0.0,0.0,0.0
event_type_2,Transformer,DeepLIFTSHAP,0.0,base,0.0,0.0,0.0
day_of_week,Transformer,DeepLIFTSHAP,14.629634,baseNoCats,53.965748,2.0076086e-06,15.591517
event_name_1,Transformer,DeepLIFTSHAP,13.502563,baseNoCats,-38.418766,-1.429237e-06,16.109701
event_type_1,Transformer,DeepLIFTSHAP,13.352406,baseNoCats,33.33564,1.240137e-06,14.938071
day_of_month,Transformer,DeepLIFTSHAP,12.236242,baseNoCats,-8.930043,-3.322113e-07,6.419457
state_snap,Transformer,DeepLIFTSHAP,7.9898834,baseNoCats,20.197336,7.513719e-07,7.7911057
month,Transformer,DeepLIFTSHAP,7.551895,baseNoCats,10.403495,3.8702598e-07,7.0260077
state_ur,Transformer,DeepLIFTSHAP,7.5404325,baseNoCats,3.9345627,1.4637176e-07,11.393649
state_cpi,Transformer,DeepLIFTSHAP,6.792471,baseNoCats,10.011252,3.7243396e-07,4.6307116
sell_price,Transformer,DeepLIFTSHAP,6.44804,baseNoCats,0.7466611,2.777694e-08,4.1131053
consumer_sentiment,Transformer,DeepLIFTSHAP,5.7575135,baseNoCats,7.643681,2.8435667e-07,7.9385614
state_gas_price,Transformer,DeepLIFTSHAP,4.1596985,baseNoCats,6.8599997,2.5520254e-07,2.9489183
state_ur_mom_delta,Transformer,DeepLIFTSHAP,0.036067683,baseNoCats,0.20346078,7.569053e-09,0.7579724
state_cpi_mom_delta,Transformer,DeepLIFTSHAP,0.0026400888,baseNoCats,0.046792615,1.7407571e-09,0.30935243
state_gas_wow_delta,Transformer,DeepLIFTSHAP,0.0005093845,baseNoCats,0.00017454578,6.4933714e-12,0.031869642
event_name_2,Transformer,DeepLIFTSHAP,0.0,baseNoCats,0.0,0.0,0.0
event_type_2,Transformer,DeepLIFTSHAP,0.0,baseNoCats,0.0,0.0,0.0
day_of_week,Transformer,DeepLIFTSHAP,15.058659,FOODS,46.38628,2.0475447e-06,15.71855
event_type_1,Transformer,DeepLIFTSHAP,14.041613,FOODS,34.247772,1.5117367e-06,15.518628
event_name_1,Transformer,DeepLIFTSHAP,13.439044,FOODS,-27.053093,-1.1941553e-06,16.363972
day_of_month,Transformer,DeepLIFTSHAP,12.592848,FOODS,-9.699748,-4.2815824e-07,6.5843782
state_snap,Transformer,DeepLIFTSHAP,8.248102,FOODS,16.883947,7.452772e-07,8.042446
month,Transformer,DeepLIFTSHAP,7.706675,FOODS,5.437011,2.39996e-07,7.281413
state_ur,Transformer,DeepLIFTSHAP,7.554181,FOODS,10.364181,4.5748706e-07,11.627738
state_cpi,Transformer,DeepLIFTSHAP,6.7857065,FOODS,5.3058376,2.3420588e-07,4.63574
consumer_sentiment,Transformer,DeepLIFTSHAP,5.8496227,FOODS,2.9493275,1.3018676e-07,8.1534605
state_gas_price,Transformer,DeepLIFTSHAP,4.385522,FOODS,9.195319,4.0589217e-07,2.9881198
sell_price,Transformer,DeepLIFTSHAP,4.3375497,FOODS,5.9833555,2.6411232e-07,3.0548363
state_gas_wow_delta,Transformer,DeepLIFTSHAP,0.00047641792,FOODS,-0.0001934306,-8.5382534e-12,0.03071658
state_ur_mom_delta,Transformer,DeepLIFTSHAP,0.0,FOODS,0.0,0.0,0.0
state_cpi_mom_delta,Transformer,DeepLIFTSHAP,0.0,FOODS,0.0,0.0,0.0
event_type_2,Transformer,DeepLIFTSHAP,0.0,FOODS,0.0,0.0,0.0
event_name_2,Transformer,DeepLIFTSHAP,0.0,FOODS,0.0,0.0,0.0
item_category,Transformer,DeepLIFTSHAP,0.0,FOODS,0.0,0.0,0.0
day_of_week,Transformer,DeepLIFTSHAP,14.233032,HOBBIES,43.884094,2.685363e-06,15.742164
event_name_1,Transformer,DeepLIFTSHAP,12.933068,HOBBIES,-22.909536,-1.4018841e-06,15.497414
event_type_1,Transformer,DeepLIFTSHAP,12.546743,HOBBIES,16.349453,1.0004585e-06,14.222582
day_of_month,Transformer,DeepLIFTSHAP,12.063803,HOBBIES,-5.62506,-3.4420964e-07,6.1725574
sell_price,Transformer,DeepLIFTSHAP,9.998681,HOBBIES,40.72096,2.4918038e-06,5.42216
state_snap,Transformer,DeepLIFTSHAP,7.8846345,HOBBIES,9.681809,5.9245093e-07,7.341904
month,Transformer,DeepLIFTSHAP,7.309106,HOBBIES,7.535112,4.6108985e-07,6.85502
state_ur,Transformer,DeepLIFTSHAP,7.2896113,HOBBIES,0.7865341,4.8129724e-08,11.2069845
state_cpi,Transformer,DeepLIFTSHAP,6.4310923,HOBBIES,6.0730257,3.716216e-07,4.433929
consumer_sentiment,Transformer,DeepLIFTSHAP,5.2798605,HOBBIES,4.016284,2.457651e-07,7.7842526
state_gas_price,Transformer,DeepLIFTSHAP,3.889137,HOBBIES,-0.9373549,-5.735878e-08,2.862949
state_ur_mom_delta,Transformer,DeepLIFTSHAP,0.126486,HOBBIES,0.26871258,1.6443105e-08,1.7113872
state_cpi_mom_delta,Transformer,DeepLIFTSHAP,0.014201598,HOBBIES,0.15529957,9.503117e-09,0.7122448
state_gas_wow_delta,Transformer,DeepLIFTSHAP,0.0005354879,HOBBIES,0.00067069085,4.1041028e-11,0.034448363
event_type_2,Transformer,DeepLIFTSHAP,0.0,HOBBIES,0.0,0.0,0.0
event_name_2,Transformer,DeepLIFTSHAP,0.0,HOBBIES,0.0,0.0,0.0
item_category,Transformer,DeepLIFTSHAP,0.0,HOBBIES,0.0,0.0,0.0
day_of_week,Transformer,DeepLIFTSHAP,14.835877,HOUSEHOLD,55.31538,2.1531407e-06,16.130848
event_name_1,Transformer,DeepLIFTSHAP,13.026216,HOUSEHOLD,-29.579407,-1.1513728e-06,15.754708
event_type_1,Transformer,DeepLIFTSHAP,12.832768,HOUSEHOLD,22.473726,8.747855e-07,14.645953
day_of_month,Transformer,DeepLIFTSHAP,12.390505,HOUSEHOLD,-9.354084,-3.6410594e-07,6.4355783
state_snap,Transformer,DeepLIFTSHAP,8.065872,HOUSEHOLD,16.786674,6.534181e-07,7.4979157
state_ur,Transformer,DeepLIFTSHAP,7.7555604,HOUSEHOLD,5.406715,2.1045535e-07,12.010212
month,Transformer,DeepLIFTSHAP,7.445035,HOUSEHOLD,4.245207,1.6524386e-07,7.1528015
sell_price,Transformer,DeepLIFTSHAP,7.0059857,HOUSEHOLD,17.541574,6.828024e-07,4.5123067
state_cpi,Transformer,DeepLIFTSHAP,6.64505,HOUSEHOLD,10.579387,4.1180058e-07,4.589032
consumer_sentiment,Transformer,DeepLIFTSHAP,5.7082086,HOUSEHOLD,4.030364,1.5688114e-07,8.151435
state_gas_price,Transformer,DeepLIFTSHAP,4.288361,HOUSEHOLD,2.5544338,9.943085e-08,3.0858955
state_gas_wow_delta,Transformer,DeepLIFTSHAP,0.00056553603,HOUSEHOLD,3.169478e-05,1.2337133e-12,0.033309333
state_ur_mom_delta,Transformer,DeepLIFTSHAP,0.0,HOUSEHOLD,0.0,0.0,0.0
state_cpi_mom_delta,Transformer,DeepLIFTSHAP,0.0,HOUSEHOLD,0.0,0.0,0.0
event_type_2,Transformer,DeepLIFTSHAP,0.0,HOUSEHOLD,0.0,0.0,0.0
event_name_2,Transformer,DeepLIFTSHAP,0.0,HOUSEHOLD,0.0,0.0,0.0
item_category,Transformer,DeepLIFTSHAP,0.0,HOUSEHOLD,0.0,0.0,0.0
state_cpi_mom_delta,LSTM,Saliency,20.95366,base,20.95366,0.00046813398,8.094521
state_ur_mom_delta,LSTM,Saliency,17.090557,base,17.090557,0.0003818269,26.35072
state_gas_wow_delta,LSTM,Saliency,13.171227,base,13.171227,0.0002942636,5.1143494
state_ur,LSTM,Saliency,6.855212,base,6.855212,0.000153155,8.998888
day_of_week,LSTM,Saliency,6.717046,base,6.717046,0.00015006817,4.0852256
item_category,LSTM,Saliency,6.52456,base,6.52456,0.00014576777,10.304244
event_name_2,LSTM,Saliency,5.316575,base,5.316575,0.000118779695,7.107532
consumer_sentiment,LSTM,Saliency,3.647536,base,3.647536,8.1491045e-05,5.785677
sell_price,LSTM,Saliency,3.4515429,base,3.4515429,7.711229e-05,2.9355767
event_type_2,LSTM,Saliency,3.1250806,base,3.1250806,6.9818656e-05,3.415177
state_cpi,LSTM,Saliency,2.7054234,base,2.7054234,6.044293e-05,3.2949502
state_gas_price,LSTM,Saliency,2.4983606,base,2.4983606,5.5816865e-05,3.7514997
event_name_1,LSTM,Saliency,1.9665984,base,1.9665984,4.3936554e-05,3.1772044
event_type_1,LSTM,Saliency,1.7951052,base,1.7951052,4.0105155e-05,2.604986
month,LSTM,Saliency,1.6738715,base,1.6738715,3.7396625e-05,2.3498487
day_of_month,LSTM,Saliency,1.4390624,base,1.4390624,3.215066e-05,1.6424824
state_snap,LSTM,Saliency,1.0685859,base,1.0685859,2.38737e-05,0.9871225
state_cpi_mom_delta,LSTM,Saliency,22.591269,baseNoCats,22.591269,0.0004687348,9.0404415
state_ur_mom_delta,LSTM,Saliency,18.34539,baseNoCats,18.34539,0.00038063922,29.500893
state_gas_wow_delta,LSTM,Saliency,14.17967,baseNoCats,14.17967,0.0002942068,5.6463485
state_ur,LSTM,Saliency,7.3477306,baseNoCats,7.3477306,0.00015245433,10.053435
day_of_week,LSTM,Saliency,7.048726,baseNoCats,7.048726,0.00014625044,4.4011555
event_name_2,LSTM,Saliency,5.6749644,baseNoCats,5.6749644,0.00011774697,7.9513884
consumer_sentiment,LSTM,Saliency,3.8975987,baseNoCats,3.8975987,8.08693e-05,6.49246
sell_price,LSTM,Saliency,3.634121,baseNoCats,3.634121,7.540253e-05,3.2624483
event_type_2,LSTM,Saliency,3.3452127,baseNoCats,3.3452127,6.9408125e-05,3.8259864
state_cpi,LSTM,Saliency,2.8931131,baseNoCats,2.8931131,6.0027738e-05,3.6778781
state_gas_price,LSTM,Saliency,2.665803,baseNoCats,2.665803,5.5311397e-05,4.196373
event_name_1,LSTM,Saliency,2.0358877,baseNoCats,2.0358877,4.22416e-05,3.4967513
event_type_1,LSTM,Saliency,1.9128423,baseNoCats,1.9128423,3.9688595e-05,2.9195933
month,LSTM,Saliency,1.7987639,baseNoCats,1.7987639,3.732164e-05,2.622027
day_of_month,LSTM,Saliency,1.5073054,baseNoCats,1.5073054,3.1274314e-05,1.8216217
state_snap,LSTM,Saliency,1.1215987,baseNoCats,1.1215987,2.3271483e-05,1.0911931
state_cpi_mom_delta,LSTM,Saliency,20.419119,FOODS,20.419119,0.0004628133,8.246192
state_ur_mom_delta,LSTM,Saliency,17.292173,FOODS,17.292173,0.00039193893,26.169374
state_gas_wow_delta,LSTM,Saliency,12.702866,FOODS,12.702866,0.00028791913,5.2723994
state_ur,LSTM,Saliency,6.9910936,FOODS,6.9910936,0.00015845791,8.85326
day_of_week,LSTM,Saliency,6.765584,FOODS,6.765584,0.00015334658,4.310812
item_category,LSTM,Saliency,6.5250435,FOODS,6.5250435,0.00014789456,10.461896
event_name_2,LSTM,Saliency,5.5377293,FOODS,5.5377293,0.00012551642,7.077224
consumer_sentiment,LSTM,Saliency,3.8027208,FOODS,3.8027208,8.619126e-05,5.719998
sell_price,LSTM,Saliency,3.431654,FOODS,3.431654,7.778079e-05,2.8310804
event_type_2,LSTM,Saliency,3.2170396,FOODS,3.2170396,7.29164e-05,3.4387686
state_cpi,LSTM,Saliency,2.7378194,FOODS,2.7378194,6.205455e-05,3.2071605
state_gas_price,LSTM,Saliency,2.3957133,FOODS,2.3957133,5.430048e-05,3.6620305
event_name_1,LSTM,Saliency,2.0722096,FOODS,2.0722096,4.6968045e-05,3.240413
event_type_1,LSTM,Saliency,1.7930353,FOODS,1.7930353,4.064037e-05,2.6485386
month,LSTM,Saliency,1.6636053,FOODS,1.6636053,3.770675e-05,2.2966983
day_of_month,LSTM,Saliency,1.4335511,FOODS,1.4335511,3.2492415e-05,1.565471
state_snap,LSTM,Saliency,1.2190423,FOODS,1.2190423,2.7630427e-05,0.9986828
state_cpi_mom_delta,LSTM,Saliency,21.232615,HOBBIES,21.232615,0.00046963667,8.108362
state_ur_mom_delta,LSTM,Saliency,17.158209,HOBBIES,17.158209,0.00037951634,26.467022
state_gas_wow_delta,LSTM,Saliency,13.280601,HOBBIES,13.280601,0.0002937489,5.039146
state_ur,LSTM,Saliency,6.857802,HOBBIES,6.857802,0.0001516853,9.035329
day_of_week,LSTM,Saliency,6.5812683,HOBBIES,6.5812683,0.00014556875,3.901316
item_category,LSTM,Saliency,6.467218,HOBBIES,6.467218,0.0001430461,10.297335
event_name_2,LSTM,Saliency,5.286977,HOBBIES,5.286977,0.00011694076,7.166951
consumer_sentiment,LSTM,Saliency,3.6214185,HOBBIES,3.6214185,8.010087e-05,5.8244877
sell_price,LSTM,Saliency,3.3855062,HOBBIES,3.3855062,7.488281e-05,2.942758
event_type_2,LSTM,Saliency,3.1097798,HOBBIES,3.1097798,6.878412e-05,3.422728
state_cpi,LSTM,Saliency,2.6995833,HOBBIES,2.6995833,5.971113e-05,3.3113534
state_gas_price,LSTM,Saliency,2.5064883,HOBBIES,2.5064883,5.544013e-05,3.7718635
event_name_1,LSTM,Saliency,1.8917644,HOBBIES,1.8917644,4.184327e-05,3.1232922
event_type_1,LSTM,Saliency,1.7911414,HOBBIES,1.7911414,3.9617622e-05,2.6074479
month,LSTM,Saliency,1.6835786,HOBBIES,1.6835786,3.723848e-05,2.358498
day_of_month,LSTM,Saliency,1.4126567,HOBBIES,1.4126567,3.124605e-05,1.6468306
state_snap,LSTM,Saliency,1.0333896,HOBBIES,1.0333896,2.2857177e-05,0.97527635
state_cpi_mom_delta,LSTM,Saliency,21.629946,HOUSEHOLD,21.629946,0.0004770861,7.8783417
state_ur_mom_delta,LSTM,Saliency,16.795525,HOUSEHOLD,16.795525,0.00037045454,26.540937
state_gas_wow_delta,LSTM,Saliency,13.735689,HOUSEHOLD,13.735689,0.00030296453,4.9110827
day_of_week,LSTM,Saliency,6.723209,HOUSEHOLD,6.723209,0.00014829206,3.8092003
state_ur,LSTM,Saliency,6.643776,HOUSEHOLD,6.643776,0.00014654004,9.196167
item_category,LSTM,Saliency,6.533367,HOUSEHOLD,6.533367,0.00014410478,10.04075
event_name_2,LSTM,Saliency,5.0153284,HOUSEHOLD,5.0153284,0.000110621804,7.1489153
sell_price,LSTM,Saliency,3.520208,HOUSEHOLD,3.520208,7.764431e-05,3.1113312
consumer_sentiment,LSTM,Saliency,3.4401808,HOUSEHOLD,3.4401808,7.587917e-05,5.8904343
event_type_2,LSTM,Saliency,3.0002344,HOUSEHOLD,3.0002344,6.617539e-05,3.3764052
state_cpi,LSTM,Saliency,2.65512,HOUSEHOLD,2.65512,5.856329e-05,3.4236345
state_gas_price,LSTM,Saliency,2.6328864,HOUSEHOLD,2.6328864,5.8072892e-05,3.8802426
event_name_1,LSTM,Saliency,1.8540329,HOUSEHOLD,1.8540329,4.089392e-05,3.0941901
event_type_1,LSTM,Saliency,1.7988646,HOUSEHOLD,1.7988646,3.9677092e-05,2.5373485
month,LSTM,Saliency,1.6818683,HOUSEHOLD,1.6818683,3.7096535e-05,2.43841
day_of_month,LSTM,Saliency,1.4647859,HOUSEHOLD,1.4647859,3.2308402e-05,1.7640355
state_snap,LSTM,Saliency,0.87498397,HOUSEHOLD,0.87498397,1.9299296e-05,0.95858014
day_of_week,LSTM,SmoothGrad,15.956457,base,15.956457,0.00044871678,15.111056
state_cpi_mom_delta,LSTM,SmoothGrad,15.012085,base,15.012085,0.0004221598,7.021965
state_ur_mom_delta,LSTM,SmoothGrad,13.722478,base,13.722478,0.00038589432,22.512796
state_gas_wow_delta,LSTM,SmoothGrad,9.465797,base,9.465797,0.0002661908,4.034485
sell_price,LSTM,SmoothGrad,6.6018863,base,6.6018863,0.00018565383,2.467507
state_ur,LSTM,SmoothGrad,5.6777344,base,5.6777344,0.00015966543,7.5257382
item_category,LSTM,SmoothGrad,5.5103073,base,5.5103073,0.00015495718,9.05902
event_name_2,LSTM,SmoothGrad,4.9891543,base,4.9891543,0.00014030165,5.7531195
consumer_sentiment,LSTM,SmoothGrad,3.9478421,base,3.9478421,0.00011101857,4.5144444
event_type_2,LSTM,SmoothGrad,3.0234892,base,3.0234892,8.5024534e-05,3.3473604
event_type_1,LSTM,SmoothGrad,2.7562912,base,2.7562912,7.751057e-05,3.8722844
day_of_month,LSTM,SmoothGrad,2.6015582,base,2.6015582,7.315927e-05,1.8156054
event_name_1,LSTM,SmoothGrad,2.553719,base,2.553719,7.181398e-05,3.5852995
state_cpi,LSTM,SmoothGrad,2.3923912,base,2.3923912,6.727722e-05,2.6297379
state_gas_price,LSTM,SmoothGrad,2.3528116,base,2.3528116,6.616419e-05,3.0829818
state_snap,LSTM,SmoothGrad,1.7674109,base,1.7674109,4.9701943e-05,1.6428341
month,LSTM,SmoothGrad,1.668581,base,1.668581,4.6922716e-05,2.023769
day_of_week,LSTM,SmoothGrad,16.734177,baseNoCats,16.734177,0.00044351176,16.656458
state_cpi_mom_delta,LSTM,SmoothGrad,16.033157,baseNoCats,16.033157,0.00042493237,7.714061
state_ur_mom_delta,LSTM,SmoothGrad,14.577916,baseNoCats,14.577916,0.00038636362,24.773737
state_gas_wow_delta,LSTM,SmoothGrad,10.020135,baseNoCats,10.020135,0.00026556713,4.389539
sell_price,LSTM,SmoothGrad,7.0089436,baseNoCats,7.0089436,0.00018576048,2.704637
state_ur,LSTM,SmoothGrad,6.0377173,baseNoCats,6.0377173,0.00016001973,8.282002
event_name_2,LSTM,SmoothGrad,5.2782536,baseNoCats,5.2782536,0.0001398914,6.3342085
consumer_sentiment,LSTM,SmoothGrad,4.184949,baseNoCats,4.184949,0.00011091517,4.978002
event_type_2,LSTM,SmoothGrad,3.1781983,baseNoCats,3.1781983,8.4232895e-05,3.6872401
event_type_1,LSTM,SmoothGrad,2.9003296,baseNoCats,2.9003296,7.686845e-05,4.2597456
day_of_month,LSTM,SmoothGrad,2.7481203,baseNoCats,2.7481203,7.2834395e-05,1.9896137
event_name_1,LSTM,SmoothGrad,2.6699307,baseNoCats,2.6699307,7.076211e-05,3.9235785
state_cpi,LSTM,SmoothGrad,2.5328987,baseNoCats,2.5328987,6.71303e-05,2.893363
state_gas_price,LSTM,SmoothGrad,2.4779863,baseNoCats,2.4779863,6.567494e-05,3.3829172
state_snap,LSTM,SmoothGrad,1.8539628,baseNoCats,1.8539628,4.9136226e-05,1.8081896
month,LSTM,SmoothGrad,1.7633246,baseNoCats,1.7633246,4.673401e-05,2.222711
day_of_week,LSTM,SmoothGrad,16.14985,FOODS,16.14985,0.00046841562,14.920719
state_cpi_mom_delta,LSTM,SmoothGrad,14.4222975,FOODS,14.4222975,0.0004183091,7.086688
state_ur_mom_delta,LSTM,SmoothGrad,13.944065,FOODS,13.944065,0.00040443832,22.433285
state_gas_wow_delta,LSTM,SmoothGrad,9.129991,FOODS,9.129991,0.0002648093,4.174046
sell_price,LSTM,SmoothGrad,6.449099,FOODS,6.449099,0.00018705182,2.4253535
state_ur,LSTM,SmoothGrad,5.8816943,FOODS,5.8816943,0.00017059462,7.5878406
item_category,LSTM,SmoothGrad,5.682773,FOODS,5.682773,0.00016482505,9.266483
event_name_2,LSTM,SmoothGrad,5.073437,FOODS,5.073437,0.00014715166,5.7611036
consumer_sentiment,LSTM,SmoothGrad,3.953059,FOODS,3.953059,0.000114655835,4.4779778
event_type_2,LSTM,SmoothGrad,3.0270598,FOODS,3.0270598,8.7797845e-05,3.3498068
event_type_1,LSTM,SmoothGrad,2.7515113,FOODS,2.7515113,7.980575e-05,3.8594105
day_of_month,LSTM,SmoothGrad,2.640796,FOODS,2.640796,7.659452e-05,1.7455267
event_name_1,LSTM,SmoothGrad,2.6129806,FOODS,2.6129806,7.578776e-05,3.5848439
state_cpi,LSTM,SmoothGrad,2.418073,FOODS,2.418073,7.013459e-05,2.6122656
state_gas_price,LSTM,SmoothGrad,2.2916005,FOODS,2.2916005,6.646634e-05,3.0573764
state_snap,LSTM,SmoothGrad,1.8933716,FOODS,1.8933716,5.4915978e-05,1.6089586
month,LSTM,SmoothGrad,1.6783442,FOODS,1.6783442,4.8679252e-05,2.0483284
day_of_week,LSTM,SmoothGrad,16.041643,HOBBIES,16.041643,0.00045298878,14.863451
state_cpi_mom_delta,LSTM,SmoothGrad,14.861603,HOBBIES,14.861603,0.00041966644,6.897001
state_ur_mom_delta,LSTM,SmoothGrad,13.743276,HOBBIES,13.743276,0.00038808674,22.777061
state_gas_wow_delta,LSTM,SmoothGrad,9.35562,HOBBIES,9.35562,0.00026418682,3.931101
sell_price,LSTM,SmoothGrad,6.551206,HOBBIES,6.551206,0.00018499493,2.4342065
state_ur,LSTM,SmoothGrad,5.811864,HOBBIES,5.811864,0.00016411717,7.5971236
item_category,LSTM,SmoothGrad,5.607434,HOBBIES,5.607434,0.0001583444,9.071972
event_name_2,LSTM,SmoothGrad,4.9863954,HOBBIES,4.9863954,0.00014080733,5.747369
consumer_sentiment,LSTM,SmoothGrad,3.903252,HOBBIES,3.903252,0.000110221205,4.547853
event_type_2,LSTM,SmoothGrad,3.0007195,HOBBIES,3.0007195,8.473523e-05,3.359143
event_type_1,LSTM,SmoothGrad,2.8172472,HOBBIES,2.8172472,7.955427e-05,3.906458
day_of_month,LSTM,SmoothGrad,2.5911002,HOBBIES,2.5911002,7.3168274e-05,1.7985848
event_name_1,LSTM,SmoothGrad,2.5336115,HOBBIES,2.5336115,7.1544884e-05,3.602656
state_cpi,LSTM,SmoothGrad,2.3998873,HOBBIES,2.3998873,6.776874e-05,2.6611924
state_gas_price,LSTM,SmoothGrad,2.3673003,HOBBIES,2.3673003,6.684854e-05,3.1183393
state_snap,LSTM,SmoothGrad,1.74571,HOBBIES,1.74571,4.9295882e-05,1.6440939
month,LSTM,SmoothGrad,1.6821334,HOBBIES,1.6821334,4.750059e-05,2.0423956
day_of_week,LSTM,SmoothGrad,16.11319,HOUSEHOLD,16.11319,0.00044998387,14.873958
state_cpi_mom_delta,LSTM,SmoothGrad,15.195413,HOUSEHOLD,15.195413,0.0004243536,6.696048
state_ur_mom_delta,LSTM,SmoothGrad,13.492007,HOUSEHOLD,13.492007,0.00037678357,22.643667
state_gas_wow_delta,LSTM,SmoothGrad,9.562586,HOUSEHOLD,9.562586,0.00026704886,3.75519
